,FID_1,ProjectNo,Dist,AddMPOName,IDENTIFIER,IDENTIFI_1,DESC_,PROJTYPE,ESTIMPRVAS,ROUTEORDER,TYCOUNTYDI,Routeuniqu,BEGINNINGM,ENDINGMILE,TYROUTENAM,EEC_Intersection,ProjectN_1,Roadway_EEC,Final_EEC
673,746,674,8,Bluegrass ADD,IP20020003,,"Address congestion, level of service and connectivity on US 27 from Halls Gap Hill south of Stanford to US 150 east of Stanford.",New Route,Construct Road in New Location,1,Lincoln,069-US-0027  -000,11.8,18.0,Existing,47.74500576,674,6.537896989999998,54.28290275
349,306,350,4,Lincoln Trail ADD,IP20150038,4-8308.10,WIDEN US-150 FROM KY-49 TO NEAR KY-245/WAL-MART WIDENING. (06CCN),MAJOR WIDENING(O),Major Widening-Rural Mutilane,1,Nelson,090-US-0150  -000,0.44,1.6969999999999998,Existing,47.42814791,350,6.571668802000001,53.999816712
431,732,432,5,Louisville-Southern Indiana (KIPDA) MPO,IP20130147,5-808,SAFETY PROJECT FOR RECONSTRUCTION OF TAYLORSVILLE ROAD AND SOUTH POPE LICK ROAD INTERSECTION AND BRIDGE OVER POPE LICK CREEK. (2016BOP),DESIGN ENGINEERING(O),Improve Intersection,1,Jefferson,056-KY-0155  -000,4.4,5.0,Existing,26.74912707,432,25.56285510496665,52.31198217496665
307,262,308,4,Elizabethtown-Radcliff MPO,IP20060223,,ADDRESS SAFETY AND GEOMETRIC DEFICIENCIES ALONG KY 1600 FROM KY 361 TO THE ROUNDABOUT AT KY 220 IN RINEYVILLE,Reconstruction,Modernize Roadway-Rural,1,Hardin,047-KY-1600  -000,0.0,3.3160000000000003,Existing,7.434686156000001,308,44.535664738000015,51.97035089400001
467,569,468,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160017,5-559,IMPROVE SAFETY AND REDUCE CONGESTION AT THE I-65/I-264 (WATTERSON EXPRESSWAY) INTERCHANGE.,RECONSTRUCTION(O),Major Interchange Reconstruction,6,Jefferson,056-I -0065  -521,0.0,0.18100000000000002,Existing,51.05533903,0,0.0,51.05533903
462,481,463,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160017,5-559,IMPROVE SAFETY AND REDUCE CONGESTION AT THE I-65/I-264 (WATTERSON EXPRESSWAY) INTERCHANGE.,RECONSTRUCTION(O),Major Interchange Reconstruction,1,Jefferson,056-I -0065  -000,129.289,131.58700000000002,Existing,12.90900924,463,38.03380394299431,50.942813182994314
168,287,169,2,Owensboro MPO,IP20150271,Feb-54,IMPROVE KY-3143 FROM KY-3335 TO KY 54. (14CCN),MINOR WIDENING(O),Install Two-way Left Turn Lane,1,Daviess,030-KY-3143  -000,1.829,2.958,Existing,35.65854836,169,15.270565163999997,50.929113523999995
194,91,195,3,Barren River ADD,IP20060129,,Improve safety and mobility on KY 100 from KY 3500 to John Kelly Drive in Scottsville.,Major Widening,Install Two-way Left Turn Lane,1,Allen,002-KY-0100  -000,13.1,14.1,Existing,17.22611988,195,32.49843802325302,49.72455790325302
962,883,963,12,Big Sandy ADD,IP20190074,,New Route. Construct new connectivity from KY-321 at MP 8.18 to KY-40 at MP 9.75 at the mouth of Garbage Hollow.,New Route,Construct Road in New Location,1,Johnson,058-KY-0321  -000,8.18,8.2,Existing,0.0,963,49.21151415939914,49.21151415939914
741,669,742,8,Bluegrass ADD,IP20190071,,Preliminary Engineering Study for Improving Safety and Access Control Alternates from Danville to Stanford.,Spot Improvement,Other Improvement Types,1,Lincoln,069-US-0150  -000,0.0,5.4670000000000005,Existing,49.20130425,0,0.0,49.20130425
189,153,190,2,Pennyrile ADD,IP20180067,,Upgrade Pennyrile Parkway to meet Interstate standards from I-24 to the Hopkins County Line,Reconstruction,,1,Christian,024-EB-9004  -000,0.0,28.095,Existing,-26.55669754,190,75.27558694700004,48.718889407000034
21,96,22,1,Purchase ADD,IP20060045,,"Address safety, congestion and access issues from East Farthing Street to Charles Drive in Mayfield.",Minor Widening,Modernize Roadway-Rural,1,Graves,042-KY-0303  -000,16.034000000000002,16.807000000000002,Existing,37.52322982,22,10.885533554999999,48.40876337499999
58,25,59,1,Purchase ADD,IP20140031,1-398,IMPROVE ACCESS AND REDUCE CONGESTION ON US-62 FROM KY-95 TO THE EXISTING FOUR-LANE HIGHWAY AT LONE VALLEY RD NEAR I-24 INTERCHANGE AND FUTURE I-69 CONNECTION.,MAJOR WIDENING(O),2 Lane to 4 Lane Divided - Rural,1,Marshall,079-US-0062  -000,7.2,8.497,Existing,19.92529413,59,26.034546147999997,45.959840278
493,488,494,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160046,5-804,"RECONSTRUCT/WIDEN I-264 (WATTERSON EXPRESSWAY) FROM WESTPORT ROAD (KY-1447) TO I-71, INCLUDING THE US-42 INTERCHANGE AS A SPUI.(PROJECT INCLUDES 5-594) (12CCR)(14CCR)",RECONSTRUCTION(O),Innovative Interchange,11,Jefferson,056-I -0264  -010,20.873,22.568,Existing,44.24566854,0,0.0,44.24566854
449,780,450,5,Louisville-Southern Indiana (KIPDA) MPO,IP20150305,5-150.40,SECTION 4 - FROM ARMSTRONG LANE TO US 31EX. (2008BOPC),RECONSTRUCTION(O),Modernize & Widen Roadway-Rural,1,Bullitt,015-KY-0044  -000,21.0,22.8,Existing,-0.39421213299999996,450,44.54336911700001,44.14915698400001
393,127,394,5,KIPDA ADD,IP20060242,May-00,MAJOR RECONSTRUCTION OF KY-146 BETWEEN NEW CASTLE AT US-421 AND PENDLETON AT KY-153. SEGMENT 1: PENDLETON ROAD (KY 153) TO LOST CREEK (1/2 MILE EAST OF SAFETY KLEEN ENTRANCE). MILE POINT 2.1 TO MILE POINT 6.8. (06CCN)(08CCR)(10CCR)(12CCR)(14CCR)(18CCR),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Henry,052-KY-0146  -000,2.169,6.8,Existing,-1.4351576019999999,394,44.94202935072055,43.506871748720556
116,381,117,2,Clarksville-Oak Grove MPO,IP20070037,,Address safety and congestion issues from  KY 911 to   I24.,Major Widening,Modernize Roadway-Rural,1,Christian,024-KY-0115  -000,1.261,2.6630000000000003,Existing,6.876915400000001,117,36.051679033000006,42.92859443300001
657,594,658,7,Bluegrass ADD,IP20160225,5-Jul,ACCESS MANAGEMENT IMPROVEMENTS ON US 60 FROM LEXINGTON ROAD AT WOODFORD FEED TO MARSAILLES DRIVE (MP 9.38 TO MP 9.70).(16CCN)(18CCN),CONGESTION MITIGTN(O),Access Consolidation,1,Woodford,120-US-0060  -000,9.38,9.7,Existing,29.3853814,658,13.256624664345088,42.64200606434509
503,516,504,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160192,5-483.10,WIDEN I-71 FROM FOUR TO SIX LANES FROM KY-329 (MP 14.1) TO KY-393 (MP 18.0). (16CCN),MAJOR WIDENING(O),Add Lane to Full Control Facility,1,Oldham,093-I -0071  -000,14.1,18.0,Existing,-19.58791075,504,61.29465225126588,41.70674150126588
500,467,501,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160185,3-May,RECONSTRUCT BILLTOWN ROAD FROM NORTH OF COLONNADES PLACE TO SOUTH OF EASUM ROAD. (04CCN)(06CCN)(08CCR)(10CCR)(12CCR),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Jefferson,056-KY-1819  -000,6.9,8.1,Existing,43.24815286,501,-1.936291636074991,41.31186122392501
495,815,496,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160080,5-122,"MAJOR REVISION OF THE INTERSECTION LOCATED AT THE OUTER LOOP, FEGENBUSH LANE, AND BEULAH CHURCH ROAD. TURN LANE TO BE COMPLETED BY TRANSPORTATION CABINET PER AGREEMENT. (04CCN)(08CCR)(10CCR)(12CCR)",SAFETY(P),Improve Intersection,1,Jefferson,056-KY-1065  -000,9.943999999999999,10.009,Existing,32.85296756,496,7.675264685,40.528232245000005
109,141,110,2,Green River ADD,IP20060117,,Address safety concerns on US 60 from KY 492 to the US 60 Bypass outside Morganfield.,Major Widening,2 Lane to 4 Lane Divided - Rural,1,Union,113-US-0060  -000,13.29,15.401,Existing,19.7510891,110,20.547561214231877,40.29865031423188
601,565,602,6,Northern Kentucky ADD,IP20190065,,I-75 / KY 236	DCD (IMR part of 6-79),,,1,Kenton,059-I -0075  -000,183.1,184.1,Existing,9.33875168,602,30.793278671146126,40.13203035114613
337,323,338,4,Elizabethtown-Radcliff MPO,IP20090011,,REALIGNMENT OF SOUTH WILSON ROAD IN RADCLIFF TO CREATE A NEW INTERSECTION WITH THE NORTH WILSON ROAD REALIGNMENT AT WEST LINCOLN TRAIL BLVD,New Route,Improve Intersection,1,Hardin,047-CS-2440  -000,4.915,5.154,Existing,39.18371023,338,-0.389477387,38.794232843
281,301,282,3,Barren River ADD,IP20190040,,Improve safety on US 231 at the Exit 22 interchange with I 65.,Spot Improvement,Interchange Safety Improvements,1,Warren,114-US-0231  -000,8.97,9.18,Existing,7.1224978210000005,282,29.59948869,36.721986511000004
266,1,267,3,Bowling Green MPO,IP20180029,3-80051,SAFETY IMPROVEMENTS AND REHABILITATION ON KY-3225. KEEP EXISTING FOOTPRINT BY REPLACING CURBLINE IN SAME LOCATION FROM MP 0 TO MP 1(18CCN),SAFETY(P),Modernize Roadway-Urban,1,Warren,114-KY-3225  -000,0.0,1.0,Existing,18.85598562,267,17.247991576000004,36.103977196
630,597,631,7,Bluegrass ADD,IP20120036,7-80001,IMPROVE US-62 (VERSAILLES RD.) FROM HILLTOP DR. TO WEST END OF BRIDGE OVER KENTUCKY RIVER AT TYRONE(18CCN),SPOT IMPROVEMENTS(O),Modernize Roadway-Rural,1,Anderson,003-US-0062  -000,20.54,22.813000000000002,Existing,0.730602217,631,34.70132046514219,35.431922682142186
198,129,199,3,Barren River ADD,IP20060143,3-8819.10,"MAJOR WIDENING ON KY 90 (5 LANES WITH CURB, GUTTER, AND SIDEWALK) FROM SANDERS STREET TO ESTES ROAD IN CAVE CITY. (SECTION 1)(2016BOP)",MAJOR WIDENING(O),Modernize Roadway-Rural,1,Barren,005-KY-0090  -000,0.16,1.4,Existing,3.931352763,199,31.366082526255354,35.297435289255354
709,517,710,8,Cumberland Valley ADD,IP20150056,Aug-52,IMPROVE KY-461 FROM US-150 TO THE EXISTING FOUR LANE APPROACH AT US-25.(16CCN)(18CCR),RECONSTRUCTION(O),2 Lane to 4 Lane Divided - Rural,1,Rockcastle,102-KY-0461  -000,7.0,9.404,Existing,7.784217997000001,710,27.452091708,35.236309705000004
468,433,469,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160017,5-559,IMPROVE SAFETY AND REDUCE CONGESTION AT THE I-65/I-264 (WATTERSON EXPRESSWAY) INTERCHANGE.,RECONSTRUCTION(O),Major Interchange Reconstruction,7,Jefferson,056-I -0065  -522,0.0,0.478,Existing,33.36399335,0,0.0,33.36399335
22,10,23,1,Purchase ADD,IP20060059,,"Address issues with service, congestion and safety from US 45 to I-24 in Paducah. See March, 2002 Paducah-McCracken County Transportation Study.",Minor Widening,Modernize Roadway-Rural,1,McCracken,073-US-0062  -000,11.837,12.880999999999998,Existing,-1.261255504,23,34.25138940737466,32.99013390337466
444,556,445,5,Louisville-Southern Indiana (KIPDA) MPO,IP20150213,10-May,"THREE LANE WIDENING ALONG KY-1931 FROM THE DOSS HIGH SCHOOL ENTRANCE TO PALATKA ROAD, INCLUDING INTERSECTION IMPROVEMENTS WITH PALATKA ROAD AND TURN LANES. (14CCN)",MINOR WIDENING(O),Install Two-way Left Turn Lane,1,Jefferson,056-KY-1931  -000,4.65,5.52,Existing,8.385377093999999,445,24.486732728082465,32.872109822082464
427,699,428,5,Louisville-Southern Indiana (KIPDA) MPO,IP20130131,,Improve safety and and address geometric deficiencies at the intersection of KY 1450 and KY 1526 east of the I-65/KY 1526 interchange.,Safety-Haz-Elm,Improve Intersection,1,Bullitt,015-KY-1450  -000,1.795,1.995,Existing,24.86990002,428,5.692588574666538,30.562488594666537
279,100,280,3,Barren River ADD,IP20190037,,Improve safety and mobility at the intersection of KY 1008 and US 31W.,Spot Improvement,Improve Intersection,1,Simpson,107-KY-1008  -000,2.1,2.4,Existing,15.10333237,280,14.863772862,29.967105232
737,575,738,8,Cumberland Valley ADD,IP20190031,,"Address safety, mobility, and congestion with access management along US-25 (Richmond Street) from the US-25/US-461 Intersection to I-75.",Major Widening,Major Widening-Rural Mutilane,1,Rockcastle,102-US-0025  -000,15.116,15.665999999999999,Existing,13.95887708,738,15.981720329417799,29.940597409417798
662,422,663,7,Bluegrass ADD,IP20170031,7-8100.10,"WIDENING WITH ACCESS IMPROVEMENTS TO ANDERSON CROSSING ON US62, FROM 0.2MI W OF CORPORATE DR TO US127B (LAWRENCEBURG BYPASS). PRIORITY SECTION (2016BOP)",SAFETY(P),Modernize Roadway-Rural,1,Anderson,003-US-0062  -000,17.842,18.276,Existing,16.53236703,663,13.356590565916328,29.888957595916327
593,514,594,6,Cincinnati-Northern Kentucky MPO,IP20160302,16-Jun,EXTEND HOUSTON ROAD TO CINEMA PROPERTY. (16CCN)(18CCN),NEW ROUTE(O),Construct Road in New Location,1,Kenton,059-CS-3000  -000,0.0,0.31,Existing,29.88678236,0,0.0,29.88678236
629,820,630,7,Bluegrass ADD,IP20120031,,Improve safety on KY 52 from KY 590 in Boyle County to Martin Lane in Garrard County.,Major Widening,Modernize Roadway-Rural,1,Garrard,040-KY-0052  -000,0.0,1.53,Existing,2.267597195,630,27.339972618,29.607569813
404,412,405,5,Louisville-Southern Indiana (KIPDA) MPO,IP20080250,,Improve safety and reduce congestion on KY 53 from I-71 to Zhale Smith Road. Includes consideration of a five lane widening and bike/ped accommodations.,Major Widening,Modernize & Widen Roadway-Rural,1,Oldham,093-KY-0053  -000,5.685,6.268,Existing,-26.84522347,405,55.48257983,28.63735636
683,664,684,8,Lake Cumberland ADD,IP20060252,,"Reduce congestion and improve capacity, safety and mobility on US 127 between the intersection of  Bernard Lane/Cortez Lane and the Northridge Shopping Center traffic light in Russell Springs.",Minor Widening,Improve Intersection,1,Russell,104-US-0127  -000,18.317999999999998,18.8,Existing,26.19778325,684,2.2715155532118203,28.46929880321182
355,402,356,4,Elizabethtown-Radcliff MPO,IP20150339,4-198,"EXTEND RING ROAD FROM THE WESTERN KENTUCKY PARKWAY TO I-65. ""2 LANE INITIAL/4 LANE ULTIMATE"" (12CCR)(14CCR)",NEW ROUTE(O),Construct Road in New Location,3,Hardin,047-I -0065  -000,89.0,91.105,Impacted,-3.4472989610000004,356,31.67484423259988,28.22754527159988
374,144,375,4,Lincoln Trail ADD,IP20160072,Apr-54,EXTEND THE WILLIAM THOMASON BYWAY (KY 3155) FROM THE SOUTHERN INTERSECTION AT KY 259 WESTERLY TO KY 54. (16CCN)(18CCN),NEW ROUTE(O),Construct Road in New Location,4,Grayson,043-US-0062  -001,20.95,21.005,Impacted,14.94669363,375,13.06006606,28.006759690000003
830,928,831,10,Bluegrass ADD,IP20080581,,IMPROVE LEVEL OF SERVICE FROM BROWN ST. TO STONEGATE DR. IN STANTON.,Reconstruction,Modernize Roadway-Urban,1,Powell,099-KY-0011  -000,14.0,16.7,Existing,-6.079624417000001,831,33.96458046800001,27.884956051000007
326,172,327,4,Lincoln Trail ADD,IP20070194,4-396.10,"IMPROVE SAFETY, MOBILITY, AND GEOMETRICS ON US-150 FROM THE BLUEGRASS PARKWAY TO THE NELSON/WASHINGTON COUNTY LINE. (2016BOP)(18CCR)",RECONSTRUCTION(O),Modernize Roadway-Rural,1,Nelson,090-US-0150  -000,1.952,7.653,Existing,17.14677567,327,10.58470135698228,27.73147702698228
167,169,168,2,Pennyrile ADD,IP20150263,2-Feb,WIDEN KY-181 BY FOUR FEET ON EACH SIDE FROM INTERSECTION 601 TO WENDELL FORD CENTER. (14CCN)(18CCN),MINOR WIDENING(O),Modernize Roadway-Rural,1,Muhlenberg,089-KY-0181  -000,12.767000000000001,15.751,Existing,6.705120525,168,20.680666548999994,27.385787073999992
80,286,81,1,Purchase ADD,IP20190023,,Reconstruct intersection of US 641 S and KY 58.,Spot Improvement,,1,Marshall,079-KY-0058  -000,8.136000000000001,8.236,Existing,25.98379192,81,1.3660240205244036,27.349815940524405
651,702,652,7,Bluegrass ADD,IP20150393,7-196.30,IMPROVE US-27 FROM WEST LANCASTER BYPASS TO KY-34. (2006BOPC) (16CCN)(18CCR),RELOCATION(O),2 Lane to 4 Lane Divided - Rural,1,Garrard,040-US-0027  -000,5.199,10.331,Existing,2.6587605169999997,652,23.885713760151525,26.544474277151526
596,557,597,6,Northern Kentucky ADD,IP20170020,,Improve safety and traffic mobility at the intersection of US 25 and KY 491 (Gardnersville Road) and the railroad at-grade crossing.,Major Widening,Improve Railroad Crossing,1,Grant,041-US-0025  -000,22.114,22.418000000000003,Existing,15.34070408,597,11.146476773096241,26.48718085309624
298,74,299,3,Barren River ADD,IP20190111,,Reduce congestion and increase mobility on KY 234 from the Exit 26 interchange with I 65 to KY 880.,Spot Improvement,Improve Intersection,1,Warren,114-KY-0234  -000,10.2,10.8,Existing,10.30674661,299,15.453769744471513,25.760516354471513
234,292,235,3,Barren River ADD,IP20110176,,Improve safety on KY 101 from KY 234 to the Warren County Line.,Safety-Haz-Elm,Other Improvement Types,1,Allen,002-KY-0101  -000,5.862,13.347000000000001,Existing,6.939757121,235,18.54463233899999,25.48438945999999
203,111,204,3,Barren River ADD,IP20060151,,Improve safety and mobility along KY-70 from the intersection of US-231 to the Natcher Parkway.,Minor Widening,Modernize Roadway-Rural,1,Butler,016-KY-0070  -000,12.83,14.419,Existing,13.87465091,204,11.08685771355164,24.961508623551637
557,726,558,6,Northern Kentucky ADD,IP20080331,,Improve safety and mobility and address geometric deficiencies along KY 22 from KY 1993 (Lawrenceville Road) to Baton Rouge Road.  (Section A3 May 2004 Programming Study),Minor Widening,Modernize Roadway-Rural,1,Grant,041-KY-0022  -000,0.63,6.671,Existing,-0.895576404,558,25.267433133999994,24.371856729999994
464,657,465,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160017,5-559,IMPROVE SAFETY AND REDUCE CONGESTION AT THE I-65/I-264 (WATTERSON EXPRESSWAY) INTERCHANGE.,RECONSTRUCTION(O),Major Interchange Reconstruction,3,Jefferson,056-I -0065  -511,0.0,0.596,Existing,24.2816197,0,0.0,24.2816197
579,521,580,6,Northern Kentucky ADD,IP20150244,6-162.10,IMPROVE SAFETY AND REDUCE CONGESTION ON KY-1303 FROM KY-536 TO BEECHGROVE ELEMENTARY (PRIORITY SECTION 4).  DESIGN PHASE UNDER PARENT NO. 6-162.01.  (2012BOP)(16CCR)(18CCR),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Kenton,059-KY-1303  -000,0.0,1.1,Existing,5.999912017000001,580,17.681179582111792,23.68109159911179
615,465,616,7,Bluegrass ADD,IP20080398,5-806,RECONSTRUCT KY 151 FROM US 127 AT LAWRENCEBURG TO I-64 IN FRANKLIN COUNTY.,RECONSTRUCTION(O),Modernize Roadway-Rural,1,Anderson,003-KY-0151  -000,0.0,4.587,Existing,22.76176213,616,0.5797212410000103,23.34148337100001
100,115,101,2,Pennyrile ADD,IP20060087,2-227,RECONSTRUCT KY 1007 FROM US 68 TO SANDERSON ROAD IN HOPKINSVILLE.(12CCR)(14CCR)(16CCR)(18CCN),RECONSTRUCTION(O),Install Two-way Left Turn Lane,1,Christian,024-KY-1007  -000,0.785,2.509,Existing,15.03753298,101,8.272645989999997,23.310178969999996
254,279,255,3,Barren River ADD,IP20150199,3-7030.10,RECONSTRUCT KY-70/KY-259 FROM 0.36 MILE NORTH GREEN RIVER BRIDGE AT BROWNSVILLE TO 0.42 MILE NORTH OF THE KY-70/KY-259 INTERSECTION.(06CCR)(2004BOPC)(12CCR)(14CCR)(18CCN),SPOT IMPROVEMENTS(O),Modernize Roadway-Rural,1,Edmonson,031-KY-0259  -000,11.675999999999998,12.095999999999998,Existing,11.15044421,255,12.103763634040241,23.25420784404024
595,646,596,6,Northern Kentucky ADD,IP20170019,,Reduce congestion at the intersection of KY 8 at Riviera Drive.,Reconstruction,Improve Intersection,1,Campbell,019-KY-0008  -000,0.715,0.914,Existing,0.0,596,23.096955070999996,23.096955070999996
262,405,263,3,Barren River ADD,IP20170038,3-8819.20,WIDEN KY 90 TO 2 + 1 ROADWAY FROM ESTES ROAD IN CAVE CITY TO THE GLASGOW OUTER LOOP (US68). (SECTION 2)(2016BOP),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Barren,005-KY-0090  -000,1.4,8.754,Existing,-8.663920166,263,31.305475823618007,22.641555657618007
475,695,476,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160019,5-560,IMPROVE SAFETY AND REDUCE CONGESTION AT THE I-65/I-265 (GENE SNYDER FREEWAY) INTERCHANGE.,RECONSTRUCTION(O),Innovative Interchange,4,Jefferson,056-I -0065  -131,0.0,0.597,Existing,22.57682943,0,0.0,22.57682943
225,261,226,3,Barren River ADD,IP20080125,3-320,"IMPROVEMENTS TO KY 100: CURVE, BRIDGE, AND INTERSECTION IMPROVEMENTS FROM NEAR THE STONY POINT ROAD INTERSECTION TO EAST OF THE ALONZO LONG HOLLOW ROAD INTERSECTION (12CCR)(18CCN)",RECONSTRUCTION(O),Modernize Roadway-Rural,1,Allen,002-KY-0100  -000,3.1,4.2,Existing,1.183982347,226,20.843110337634393,22.027092684634393
47,360,48,1,Purchase ADD,IP20080045,,"Correct geometric deficiencies and address safety, service, and congestion issues from Benton Baptist Temple Road / Happy Hollow Rd to US 68 in Draffenville.",Reconstruction,Modernize Roadway-Rural,1,Marshall,079-US-0641  -000,11.147,12.862,Existing,-3.327121247,48,25.194255169000005,21.867133922000004
66,255,67,1,Purchase ADD,IP20150351,2-Jan,"NEW ACCESS ROAD FROM KY-305 NEAR KY-998, EXTENDING WEST TO THE OHIO RIVER MEGAPARK. (2-LANE INITIAL, 4-LANE ULTIMATE)(12CCN)(14CCR)(18CCN)",NEW ROUTE(O),Construct Road in New Location,1,McCracken,073-KY-0305  -000,6.53,8.347999999999999,Existing,18.81672983,67,2.922632063999999,21.739361893999998
420,605,421,5,Louisville-Southern Indiana (KIPDA) MPO,IP20110064,5-549,RECONSTRUCTION OF THE I-265/I-64 INTERCHANGE. (2016BOP),I-CHANGE RECONST(O),Innovative Interchange,13,Jefferson,056-I -0265  -010,25.182,25.712,Existing,21.1471706,0,0.0,21.1471706
708,479,709,8,Lake Cumberland ADD,IP20130149,,"Reduce congestion and improve safety, capacity, and mobility of KY 1247 in Pulaski County between MP 8.38 and 8.45 at the intersection of KY 1247 and KY 1575.",Reconstruction,Improve Intersection,1,Pulaski,100-KY-1247  -000,8.35,8.45,Existing,7.893131098,709,13.247839745859727,21.140970843859726
588,455,589,6,Northern Kentucky ADD,IP20150445,6-352,EXTEND PROPOSED POND CREEK ROAD FROM US-27 TO AA HIGHWAY VIA PORTION OF KY 10/KY 1997 CORRIDOR (NEW KY-536)(04CCN)(12CCR)(14CCR),NEW ROUTE(O),Construct Road in New Location,1,Campbell,019-KY-0547  -000,0.0,2.0,Existing,-4.1571737539999996,589,25.15211213321621,20.99493837921621
163,305,164,2,Pennyrile ADD,IP20150190,3-Feb,IMPROVE KY-107 FROM GATEWAY LANE TO KY-380.(12CCN)(14CCR),MINOR WIDENING(O),Install Two-way Left Turn Lane,1,Christian,024-KY-0107  -000,16.823,17.169,Existing,11.91872557,164,9.024400369999999,20.943125939999998
